# x y r lon
0.988389 -0.090763 0.992548 -0.091573
0.988354 -0.090750 0.992512 -0.091563
0.988319 -0.090737 0.992476 -0.091553
0.988285 -0.090724 0.992440 -0.091543
0.988250 -0.090711 0.992404 -0.091533
0.988215 -0.090698 0.992368 -0.091523
0.988180 -0.090684 0.992332 -0.091513
0.988145 -0.090671 0.992296 -0.091502
0.988110 -0.090657 0.992260 -0.091492
0.988076 -0.090644 0.992225 -0.091482
0.988041 -0.090630 0.992189 -0.091472
0.988006 -0.090617 0.992153 -0.091461
0.987971 -0.090603 0.992117 -0.091451
0.987936 -0.090590 0.992081 -0.091440
0.987901 -0.090576 0.992045 -0.091430
0.987867 -0.090562 0.992009 -0.091419
0.987832 -0.090548 0.991973 -0.091408
0.987797 -0.090534 0.991937 -0.091398
0.987762 -0.090521 0.991901 -0.091387
0.987728 -0.090507 0.991866 -0.091376
0.987693 -0.090493 0.991830 -0.091365
0.987658 -0.090478 0.991794 -0.091354
0.987623 -0.090464 0.991758 -0.091343
0.987589 -0.090450 0.991722 -0.091332
0.987554 -0.090436 0.991686 -0.091321
0.987519 -0.090422 0.991650 -0.091310
0.987485 -0.090407 0.991614 -0.091299
0.987450 -0.090393 0.991579 -0.091287
0.987415 -0.090378 0.991543 -0.091276
0.987381 -0.090364 0.991507 -0.091265
0.987346 -0.090349 0.991471 -0.091253
0.987311 -0.090335 0.991435 -0.091242
0.987277 -0.090320 0.991399 -0.091230
0.987242 -0.090305 0.991364 -0.091219
0.987207 -0.090291 0.991328 -0.091207
0.987173 -0.090276 0.991292 -0.091195
0.987138 -0.090261 0.991256 -0.091184
0.987103 -0.090246 0.991220 -0.091172
0.987069 -0.090231 0.991184 -0.091160
0.987034 -0.090216 0.991149 -0.091148
0.987000 -0.090201 0.991113 -0.091136
0.986965 -0.090186 0.991077 -0.091124
0.986930 -0.090171 0.991041 -0.091112
0.986896 -0.090156 0.991005 -0.091100
0.986861 -0.090140 0.990969 -0.091088
0.986827 -0.090125 0.990934 -0.091076
0.986792 -0.090110 0.990898 -0.091063
0.986758 -0.090094 0.990862 -0.091051
0.986723 -0.090079 0.990826 -0.091039
0.986689 -0.090063 0.990790 -0.091026
0.986654 -0.090048 0.990755 -0.091014
0.986620 -0.090032 0.990719 -0.091001
0.986585 -0.090017 0.990683 -0.090989
0.986551 -0.090001 0.990647 -0.090976
0.986516 -0.089985 0.990612 -0.090963
0.986482 -0.089969 0.990576 -0.090951
0.986447 -0.089953 0.990540 -0.090938
0.986413 -0.089938 0.990504 -0.090925
0.986378 -0.089922 0.990469 -0.090912
0.986344 -0.089906 0.990433 -0.090899
0.986309 -0.089890 0.990397 -0.090886
0.986275 -0.089873 0.990361 -0.090873
0.986241 -0.089857 0.990326 -0.090860
0.986206 -0.089841 0.990290 -0.090847
0.986172 -0.089825 0.990254 -0.090834
0.986137 -0.089808 0.990218 -0.090820
0.986103 -0.089792 0.990183 -0.090807
0.986069 -0.089776 0.990147 -0.090794
0.986034 -0.089759 0.990111 -0.090780
0.986000 -0.089743 0.990076 -0.090767
0.985966 -0.089726 0.990040 -0.090753
0.985931 -0.089709 0.990004 -0.090740
0.985897 -0.089693 0.989968 -0.090726
0.985863 -0.089676 0.989933 -0.090712
0.985828 -0.089659 0.989897 -0.090699
0.985794 -0.089642 0.989861 -0.090685
0.985760 -0.089625 0.989826 -0.090671
0.985725 -0.089609 0.989790 -0.090657
0.985691 -0.089592 0.989754 -0.090643
0.985657 -0.089575 0.989719 -0.090629
0.985623 -0.089557 0.989683 -0.090615
0.985588 -0.089540 0.989647 -0.090601
0.985554 -0.089523 0.989612 -0.090587
0.985520 -0.089506 0.989576 -0.090573
0.985486 -0.089489 0.989540 -0.090558
0.985451 -0.089471 0.989505 -0.090544
0.985417 -0.089454 0.989469 -0.090530
0.985383 -0.089436 0.989433 -0.090515
0.985349 -0.089419 0.989398 -0.090501
0.985315 -0.089401 0.989362 -0.090486
0.985280 -0.089384 0.989326 -0.090471
0.985246 -0.089366 0.989291 -0.090457
0.985212 -0.089348 0.989255 -0.090442
0.985178 -0.089331 0.989220 -0.090427
0.985144 -0.089313 0.989184 -0.090413
0.985110 -0.089295 0.989148 -0.090398
0.985075 -0.089277 0.989113 -0.090383
0.985041 -0.089259 0.989077 -0.090368
0.985007 -0.089241 0.989042 -0.090353
0.984973 -0.089223 0.989006 -0.090338
0.984939 -0.089205 0.988970 -0.090323
0.984905 -0.089187 0.988935 -0.090308
0.984871 -0.089169 0.988899 -0.090292
0.984837 -0.089150 0.988864 -0.090277
0.984803 -0.089132 0.988828 -0.090262
0.984769 -0.089114 0.988793 -0.090246
0.984735 -0.089095 0.988757 -0.090231
0.984701 -0.089077 0.988721 -0.090215
0.984667 -0.089058 0.988686 -0.090200
0.984633 -0.089040 0.988650 -0.090184
0.984599 -0.089021 0.988615 -0.090169
0.984565 -0.089003 0.988579 -0.090153
0.984531 -0.088984 0.988544 -0.090137
0.984497 -0.088965 0.988508 -0.090121
0.984463 -0.088946 0.988473 -0.090106
0.984429 -0.088928 0.988437 -0.090090
0.984395 -0.088909 0.988402 -0.090074
0.984361 -0.088890 0.988366 -0.090058
0.984327 -0.088871 0.988331 -0.090042
0.984293 -0.088852 0.988295 -0.090025
0.984259 -0.088832 0.988260 -0.090009
0.984225 -0.088813 0.988224 -0.089993
0.984191 -0.088794 0.988189 -0.089977
0.984158 -0.088775 0.988153 -0.089960
0.984124 -0.088756 0.988118 -0.089944
0.984090 -0.088736 0.988082 -0.089928
0.984056 -0.088717 0.988047 -0.089911
0.984022 -0.088697 0.988011 -0.089895
0.983988 -0.088678 0.987976 -0.089878
0.983954 -0.088658 0.987941 -0.089861
0.983921 -0.088639 0.987905 -0.089845
0.983887 -0.088619 0.987870 -0.089828
0.983853 -0.088599 0.987834 -0.089811
0.983819 -0.088579 0.987799 -0.089794
0.983785 -0.088560 0.987763 -0.089777
0.983752 -0.088540 0.987728 -0.089760
0.983718 -0.088520 0.987693 -0.089743
0.983684 -0.088500 0.987657 -0.089726
0.983650 -0.088480 0.987622 -0.089709
0.983617 -0.088460 0.987586 -0.089692
0.983583 -0.088440 0.987551 -0.089675
0.983549 -0.088420 0.987516 -0.089657
0.983516 -0.088399 0.987480 -0.089640
0.983482 -0.088379 0.987445 -0.089623
0.983448 -0.088359 0.987410 -0.089605
0.983415 -0.088338 0.987374 -0.089588
0.983381 -0.088318 0.987339 -0.089570
0.983347 -0.088297 0.987303 -0.089553
0.983314 -0.088277 0.987268 -0.089535
0.983280 -0.088256 0.987233 -0.089517
0.983246 -0.088236 0.987197 -0.089499
0.983213 -0.088215 0.987162 -0.089482
0.983179 -0.088194 0.987127 -0.089464
0.983145 -0.088174 0.987091 -0.089446
0.983112 -0.088153 0.987056 -0.089428
0.983078 -0.088132 0.987021 -0.089410
0.983045 -0.088111 0.986986 -0.089392
0.983011 -0.088090 0.986950 -0.089374
0.982978 -0.088069 0.986915 -0.089356
0.982944 -0.088048 0.986880 -0.089337
0.982911 -0.088027 0.986844 -0.089319
0.982877 -0.088006 0.986809 -0.089301
0.982844 -0.087984 0.986774 -0.089282
0.982810 -0.087963 0.986739 -0.089264
0.982777 -0.087942 0.986703 -0.089245
0.982743 -0.087920 0.986668 -0.089227
0.982710 -0.087899 0.986633 -0.089208
0.982676 -0.087878 0.986598 -0.089190
0.982643 -0.087856 0.986562 -0.089171
0.982609 -0.087834 0.986527 -0.089152
0.982576 -0.087813 0.986492 -0.089133
0.982542 -0.087791 0.986457 -0.089114
0.982509 -0.087769 0.986422 -0.089095
0.982476 -0.087748 0.986386 -0.089076
0.982442 -0.087726 0.986351 -0.089057
0.982409 -0.087704 0.986316 -0.089038
0.982376 -0.087682 0.986281 -0.089019
0.982342 -0.087660 0.986246 -0.089000
0.982309 -0.087638 0.986210 -0.088981
0.982275 -0.087616 0.986175 -0.088962
0.982242 -0.087594 0.986140 -0.088942
0.982209 -0.087572 0.986105 -0.088923
0.982176 -0.087550 0.986070 -0.088903
0.982142 -0.087527 0.986035 -0.088884
0.982109 -0.087505 0.986000 -0.088864
0.982076 -0.087483 0.985964 -0.088845
0.982042 -0.087460 0.985929 -0.088825
0.982009 -0.087438 0.985894 -0.088805
0.981976 -0.087415 0.985859 -0.088786
0.981943 -0.087393 0.985824 -0.088766
0.981909 -0.087370 0.985789 -0.088746
0.981876 -0.087347 0.985754 -0.088726
0.981843 -0.087325 0.985719 -0.088706
0.981810 -0.087302 0.985684 -0.088686
0.981777 -0.087279 0.985649 -0.088666
0.981744 -0.087256 0.985613 -0.088646
0.981710 -0.087233 0.985578 -0.088626
0.981677 -0.087210 0.985543 -0.088605
0.981644 -0.087187 0.985508 -0.088585
0.981611 -0.087164 0.985473 -0.088565
0.981578 -0.087141 0.985438 -0.088544
0.981545 -0.087118 0.985403 -0.088524
0.981512 -0.087095 0.985368 -0.088503
0.981479 -0.087071 0.985333 -0.088483
0.981445 -0.087048 0.985298 -0.088462
0.981412 -0.087025 0.985263 -0.088442
0.981379 -0.087001 0.985228 -0.088421
0.981346 -0.086978 0.985193 -0.088400
0.981313 -0.086954 0.985158 -0.088379
0.981280 -0.086931 0.985123 -0.088358
0.981247 -0.086907 0.985088 -0.088338
0.981214 -0.086883 0.985053 -0.088317
0.981181 -0.086860 0.985018 -0.088296
0.981148 -0.086836 0.984983 -0.088274
0.981115 -0.086812 0.984949 -0.088253
0.981082 -0.086788 0.984914 -0.088232
0.981049 -0.086764 0.984879 -0.088211
0.981016 -0.086740 0.984844 -0.088190
0.980984 -0.086716 0.984809 -0.088168
0.980951 -0.086692 0.984774 -0.088147
0.980918 -0.086668 0.984739 -0.088125
0.980885 -0.086644 0.984704 -0.088104
0.980852 -0.086620 0.984669 -0.088082
0.980819 -0.086596 0.984634 -0.088061
0.980786 -0.086571 0.984599 -0.088039
0.980753 -0.086547 0.984565 -0.088017
0.980720 -0.086523 0.984530 -0.087996
0.980688 -0.086498 0.984495 -0.087974
0.980655 -0.086474 0.984460 -0.087952
0.980622 -0.086449 0.984425 -0.087930
0.980589 -0.086425 0.984390 -0.087908
0.980556 -0.086400 0.984356 -0.087886
0.980524 -0.086375 0.984321 -0.087864
0.980491 -0.086350 0.984286 -0.087842
0.980458 -0.086326 0.984251 -0.087820
0.980425 -0.086301 0.984216 -0.087797
0.980393 -0.086276 0.984182 -0.087775
0.980360 -0.086251 0.984147 -0.087753
0.980327 -0.086226 0.984112 -0.087730
0.980295 -0.086201 0.984077 -0.087708
0.980262 -0.086176 0.984043 -0.087686
0.980229 -0.086151 0.984008 -0.087663
0.980197 -0.086125 0.983973 -0.087640
0.980164 -0.086100 0.983938 -0.087618
0.980131 -0.086075 0.983904 -0.087595
0.980099 -0.086050 0.983869 -0.087572
0.980066 -0.086024 0.983834 -0.087549
0.980033 -0.085999 0.983799 -0.087527
0.980001 -0.085973 0.983765 -0.087504
0.979968 -0.085948 0.983730 -0.087481
0.979936 -0.085922 0.983695 -0.087458
0.979903 -0.085897 0.983661 -0.087435
0.979871 -0.085871 0.983626 -0.087412
0.979838 -0.085845 0.983591 -0.087388
0.979806 -0.085819 0.983557 -0.087365
0.979773 -0.085793 0.983522 -0.087342
0.979740 -0.085768 0.983487 -0.087319
0.979708 -0.085742 0.983453 -0.087295
0.979676 -0.085716 0.983418 -0.087272
0.979643 -0.085690 0.983384 -0.087248
0.979611 -0.085664 0.983349 -0.087225
0.979578 -0.085637 0.983314 -0.087201
0.979546 -0.085611 0.983280 -0.087177
0.979513 -0.085585 0.983245 -0.087154
0.979481 -0.085559 0.983211 -0.087130
0.979448 -0.085532 0.983176 -0.087106
0.979416 -0.085506 0.983141 -0.087082
0.979384 -0.085480 0.983107 -0.087058
0.979351 -0.085453 0.983072 -0.087034
0.979319 -0.085427 0.983038 -0.087010
0.979287 -0.085400 0.983003 -0.086986
0.979254 -0.085374 0.982969 -0.086962
0.979222 -0.085347 0.982934 -0.086938
0.979190 -0.085320 0.982900 -0.086914
0.979157 -0.085293 0.982865 -0.086890
0.979125 -0.085267 0.982831 -0.086865
0.979093 -0.085240 0.982796 -0.086841
0.979061 -0.085213 0.982762 -0.086816
0.979028 -0.085186 0.982727 -0.086792
0.978996 -0.085159 0.982693 -0.086767
0.978964 -0.085132 0.982658 -0.086743
0.978932 -0.085105 0.982624 -0.086718
0.978899 -0.085078 0.982590 -0.086694
0.978867 -0.085050 0.982555 -0.086669
0.978835 -0.085023 0.982521 -0.086644
0.978803 -0.084996 0.982486 -0.086619
0.978771 -0.084968 0.982452 -0.086594
0.978739 -0.084941 0.982418 -0.086569
0.978706 -0.084914 0.982383 -0.086544
0.978674 -0.084886 0.982349 -0.086519
0.978642 -0.084859 0.982314 -0.086494
0.978610 -0.084831 0.982280 -0.086469
0.978578 -0.084803 0.982246 -0.086444
0.978546 -0.084776 0.982211 -0.086419
0.978514 -0.084748 0.982177 -0.086393
0.978482 -0.084720 0.982143 -0.086368
0.978450 -0.084692 0.982108 -0.086342
0.978418 -0.084664 0.982074 -0.086317
0.978386 -0.084636 0.982040 -0.086291
0.978354 -0.084608 0.982005 -0.086266
0.978322 -0.084580 0.981971 -0.086240
0.978290 -0.084552 0.981937 -0.086215
0.978258 -0.084524 0.981903 -0.086189
0.978226 -0.084496 0.981868 -0.086163
0.978194 -0.084468 0.981834 -0.086137
0.978162 -0.084440 0.981800 -0.086111
0.978130 -0.084411 0.981766 -0.086085
0.978098 -0.084383 0.981731 -0.086059
0.978066 -0.084355 0.981697 -0.086033
0.978034 -0.084326 0.981663 -0.086007
0.978003 -0.084298 0.981629 -0.085981
0.977971 -0.084269 0.981595 -0.085955
0.977939 -0.084240 0.981560 -0.085929
0.977907 -0.084212 0.981526 -0.085902
0.977875 -0.084183 0.981492 -0.085876
0.977843 -0.084154 0.981458 -0.085850
0.977812 -0.084125 0.981424 -0.085823
0.977780 -0.084097 0.981390 -0.085797
0.977748 -0.084068 0.981356 -0.085770
0.977716 -0.084039 0.981321 -0.085743
0.977685 -0.084010 0.981287 -0.085717
0.977653 -0.083981 0.981253 -0.085690
0.977621 -0.083952 0.981219 -0.085663
0.977589 -0.083923 0.981185 -0.085636
0.977558 -0.083893 0.981151 -0.085610
0.977526 -0.083864 0.981117 -0.085583
0.977494 -0.083835 0.981083 -0.085556
0.977463 -0.083805 0.981049 -0.085529
0.977431 -0.083776 0.981015 -0.085502
0.977399 -0.083747 0.980981 -0.085474
0.977368 -0.083717 0.980947 -0.085447
0.977336 -0.083688 0.980913 -0.085420
0.977305 -0.083658 0.980879 -0.085393
0.977273 -0.083628 0.980845 -0.085365
0.977241 -0.083599 0.980811 -0.085338
0.977210 -0.083569 0.980777 -0.085310
0.977178 -0.083539 0.980743 -0.085283
0.977147 -0.083510 0.980709 -0.085255
0.977115 -0.083480 0.980675 -0.085228
0.977084 -0.083450 0.980641 -0.085200
0.977052 -0.083420 0.980607 -0.085172
0.977021 -0.083390 0.980573 -0.085145
0.976989 -0.083360 0.980539 -0.085117
0.976958 -0.083330 0.980505 -0.085089
0.976926 -0.083300 0.980471 -0.085061
0.976895 -0.083269 0.980438 -0.085033
0.976864 -0.083239 0.980404 -0.085005
0.976832 -0.083209 0.980370 -0.084977
0.976801 -0.083178 0.980336 -0.084949
0.976769 -0.083148 0.980302 -0.084921
0.976738 -0.083118 0.980268 -0.084893
0.976707 -0.083087 0.980234 -0.084864
0.976675 -0.083057 0.980201 -0.084836
0.976644 -0.083026 0.980167 -0.084808
0.976613 -0.082995 0.980133 -0.084779
0.976581 -0.082965 0.980099 -0.084751
0.976550 -0.082934 0.980065 -0.084722
0.976519 -0.082903 0.980032 -0.084694
0.976488 -0.082872 0.979998 -0.084665
0.976456 -0.082842 0.979964 -0.084636
0.976425 -0.082811 0.979930 -0.084608
0.976394 -0.082780 0.979897 -0.084579
0.976363 -0.082749 0.979863 -0.084550
0.976332 -0.082718 0.979829 -0.084521
0.976300 -0.082687 0.979796 -0.084492
0.976269 -0.082655 0.979762 -0.084463
0.976238 -0.082624 0.979728 -0.084434
0.976207 -0.082593 0.979695 -0.084405
0.976176 -0.082562 0.979661 -0.084376
0.976145 -0.082530 0.979627 -0.084347
0.976113 -0.082499 0.979594 -0.084317
0.976082 -0.082467 0.979560 -0.084288
0.976051 -0.082436 0.979526 -0.084259
0.976020 -0.082404 0.979493 -0.084229
0.975989 -0.082373 0.979459 -0.084200
0.975958 -0.082341 0.979426 -0.084170
0.975927 -0.082310 0.979392 -0.084141
0.975896 -0.082278 0.979358 -0.084111
0.975865 -0.082246 0.979325 -0.084082
0.975834 -0.082214 0.979291 -0.084052
0.975803 -0.082182 0.979258 -0.084022
0.975772 -0.082151 0.979224 -0.083992
0.975741 -0.082119 0.979191 -0.083962
0.975710 -0.082087 0.979157 -0.083932
0.975679 -0.082055 0.979124 -0.083902
0.975648 -0.082022 0.979090 -0.083872
0.975618 -0.081990 0.979057 -0.083842
0.975587 -0.081958 0.979023 -0.083812
0.975556 -0.081926 0.978990 -0.083782
0.975525 -0.081894 0.978956 -0.083752
0.975494 -0.081861 0.978923 -0.083722
0.975463 -0.081829 0.978889 -0.083691
0.975432 -0.081796 0.978856 -0.083661
0.975402 -0.081764 0.978823 -0.083630
0.975371 -0.081731 0.978789 -0.083600
0.975340 -0.081699 0.978756 -0.083569
0.975309 -0.081666 0.978722 -0.083539
0.975279 -0.081634 0.978689 -0.083508
0.975248 -0.081601 0.978656 -0.083477
0.975217 -0.081568 0.978622 -0.083447
0.975186 -0.081535 0.978589 -0.083416
0.975156 -0.081502 0.978556 -0.083385
0.975125 -0.081470 0.978522 -0.083354
0.975094 -0.081437 0.978489 -0.083323
0.975064 -0.081404 0.978456 -0.083292
0.975033 -0.081371 0.978423 -0.083261
0.975002 -0.081337 0.978389 -0.083230
0.974972 -0.081304 0.978356 -0.083199
0.974941 -0.081271 0.978323 -0.083168
0.974911 -0.081238 0.978290 -0.083137
0.974880 -0.081205 0.978256 -0.083105
0.974850 -0.081171 0.978223 -0.083074
0.974819 -0.081138 0.978190 -0.083042
0.974788 -0.081105 0.978157 -0.083011
0.974758 -0.081071 0.978123 -0.082980
0.974727 -0.081038 0.978090 -0.082948
0.974697 -0.081004 0.978057 -0.082916
0.974666 -0.080970 0.978024 -0.082885
0.974636 -0.080937 0.977991 -0.082853
0.974606 -0.080903 0.977958 -0.082821
0.974575 -0.080869 0.977925 -0.082789
0.974545 -0.080836 0.977891 -0.082758
0.974514 -0.080802 0.977858 -0.082726
0.974484 -0.080768 0.977825 -0.082694
0.974454 -0.080734 0.977792 -0.082662
0.974423 -0.080700 0.977759 -0.082630
0.974393 -0.080666 0.977726 -0.082597
0.974362 -0.080632 0.977693 -0.082565
0.974332 -0.080598 0.977660 -0.082533
0.974302 -0.080564 0.977627 -0.082501
0.974272 -0.080529 0.977594 -0.082469
0.974241 -0.080495 0.977561 -0.082436
0.974211 -0.080461 0.977528 -0.082404
0.974181 -0.080426 0.977495 -0.082371
0.974150 -0.080392 0.977462 -0.082339
0.974120 -0.080358 0.977429 -0.082306
0.974090 -0.080323 0.977396 -0.082274
0.974060 -0.080289 0.977363 -0.082241
0.974030 -0.080254 0.977330 -0.082208
0.973999 -0.080219 0.977297 -0.082175
0.973969 -0.080185 0.977264 -0.082143
0.973939 -0.080150 0.977232 -0.082110
0.973909 -0.080115 0.977199 -0.082077
0.973879 -0.080080 0.977166 -0.082044
0.973849 -0.080046 0.977133 -0.082011
0.973819 -0.080011 0.977100 -0.081978
0.973789 -0.079976 0.977067 -0.081944
0.973759 -0.079941 0.977034 -0.081911
0.973729 -0.079906 0.977002 -0.081878
0.973699 -0.079871 0.976969 -0.081845
0.973669 -0.079835 0.976936 -0.081811
0.973639 -0.079800 0.976903 -0.081778
0.973609 -0.079765 0.976871 -0.081745
0.973579 -0.079730 0.976838 -0.081711
0.973549 -0.079694 0.976805 -0.081678
0.973519 -0.079659 0.976772 -0.081644
0.973489 -0.079624 0.976740 -0.081610
0.973459 -0.079588 0.976707 -0.081577
0.973429 -0.079553 0.976674 -0.081543
0.973399 -0.079517 0.976641 -0.081509
0.973369 -0.079482 0.976609 -0.081475
0.973339 -0.079446 0.976576 -0.081441
0.973309 -0.079410 0.976544 -0.081408
0.973280 -0.079374 0.976511 -0.081374
0.973250 -0.079339 0.976478 -0.081339
0.973220 -0.079303 0.976446 -0.081305
0.973190 -0.079267 0.976413 -0.081271
0.973160 -0.079231 0.976380 -0.081237
0.973131 -0.079195 0.976348 -0.081203
0.973101 -0.079159 0.976315 -0.081169
0.973071 -0.079123 0.976283 -0.081134
0.973041 -0.079087 0.976250 -0.081100
0.973012 -0.079051 0.976218 -0.081065
0.972982 -0.079015 0.976185 -0.081031
0.972952 -0.078978 0.976153 -0.080996
0.972923 -0.078942 0.976120 -0.080962
0.972893 -0.078906 0.976088 -0.080927
0.972864 -0.078869 0.976055 -0.080892
0.972834 -0.078833 0.976023 -0.080858
0.972804 -0.078796 0.975990 -0.080823
0.972775 -0.078760 0.975958 -0.080788
0.972745 -0.078723 0.975925 -0.080753
0.972716 -0.078687 0.975893 -0.080718
0.972686 -0.078650 0.975861 -0.080683
0.972657 -0.078613 0.975828 -0.080648
0.972627 -0.078577 0.975796 -0.080613
0.972598 -0.078540 0.975764 -0.080578
0.972568 -0.078503 0.975731 -0.080543
0.972539 -0.078466 0.975699 -0.080507
0.972509 -0.078429 0.975666 -0.080472
0.972480 -0.078392 0.975634 -0.080437
0.972450 -0.078355 0.975602 -0.080401
0.972421 -0.078318 0.975570 -0.080366
0.972391 -0.078281 0.975537 -0.080330
0.972362 -0.078244 0.975505 -0.080295
0.972333 -0.078207 0.975473 -0.080259
0.972303 -0.078170 0.975441 -0.080224
0.972274 -0.078132 0.975408 -0.080188
0.972245 -0.078095 0.975376 -0.080152
0.972215 -0.078058 0.975344 -0.080116
0.972186 -0.078020 0.975312 -0.080081
0.972157 -0.077983 0.975280 -0.080045
0.972128 -0.077945 0.975247 -0.080009
0.972098 -0.077908 0.975215 -0.079973
0.972069 -0.077870 0.975183 -0.079937
0.972040 -0.077832 0.975151 -0.079901
0.972011 -0.077795 0.975119 -0.079864
0.971982 -0.077757 0.975087 -0.079828
0.971952 -0.077719 0.975055 -0.079792
0.971923 -0.077681 0.975023 -0.079756
0.971894 -0.077643 0.974991 -0.079719
0.971865 -0.077605 0.974958 -0.079683
0.971836 -0.077567 0.974926 -0.079647
0.971807 -0.077529 0.974894 -0.079610
0.971778 -0.077491 0.974862 -0.079574
0.971749 -0.077453 0.974830 -0.079537
0.971720 -0.077415 0.974798 -0.079500
0.971690 -0.077377 0.974766 -0.079464
0.971661 -0.077339 0.974734 -0.079427
0.971632 -0.077300 0.974703 -0.079390
0.971603 -0.077262 0.974671 -0.079353
0.971574 -0.077224 0.974639 -0.079316
0.971546 -0.077185 0.974607 -0.079279
0.971517 -0.077147 0.974575 -0.079242
0.971488 -0.077108 0.974543 -0.079205
0.971459 -0.077070 0.974511 -0.079168
0.971430 -0.077031 0.974479 -0.079131
0.971401 -0.076993 0.974447 -0.079094
0.971372 -0.076954 0.974416 -0.079057
0.971343 -0.076915 0.974384 -0.079019
0.971314 -0.076876 0.974352 -0.078982
0.971286 -0.076838 0.974320 -0.078945
0.971257 -0.076799 0.974288 -0.078907
0.971228 -0.076760 0.974257 -0.078870
0.971199 -0.076721 0.974225 -0.078832
0.971170 -0.076682 0.974193 -0.078795
0.971142 -0.076643 0.974161 -0.078757
0.971113 -0.076604 0.974130 -0.078719
0.971084 -0.076565 0.974098 -0.078682
0.971056 -0.076525 0.974066 -0.078644
0.971027 -0.076486 0.974035 -0.078606
0.970998 -0.076447 0.974003 -0.078568
0.970970 -0.076408 0.973971 -0.078530
0.970941 -0.076368 0.973940 -0.078492
0.970912 -0.076329 0.973908 -0.078454
0.970884 -0.076289 0.973876 -0.078416
0.970855 -0.076250 0.973845 -0.078378
0.970827 -0.076210 0.973813 -0.078340
0.970798 -0.076171 0.973782 -0.078302
0.970769 -0.076131 0.973750 -0.078263
0.970741 -0.076091 0.973719 -0.078225
0.970712 -0.076052 0.973687 -0.078187
0.970684 -0.076012 0.973655 -0.078148
0.970655 -0.075972 0.973624 -0.078110
0.970627 -0.075932 0.973592 -0.078071
0.970598 -0.075892 0.973561 -0.078033
0.970570 -0.075853 0.973530 -0.077994
0.970542 -0.075813 0.973498 -0.077955
0.970513 -0.075773 0.973467 -0.077917
0.970485 -0.075732 0.973435 -0.077878
0.970456 -0.075692 0.973404 -0.077839
0.970428 -0.075652 0.973372 -0.077800
0.970400 -0.075612 0.973341 -0.077761
0.970371 -0.075572 0.973310 -0.077722
0.970343 -0.075531 0.973278 -0.077683
0.970315 -0.075491 0.973247 -0.077644
0.970286 -0.075451 0.973216 -0.077605
0.970258 -0.075410 0.973184 -0.077566
0.970230 -0.075370 0.973153 -0.077527
0.970202 -0.075329 0.973122 -0.077488
0.970174 -0.075289 0.973090 -0.077448
0.970145 -0.075248 0.973059 -0.077409
0.970117 -0.075208 0.973028 -0.077370
0.970089 -0.075167 0.972997 -0.077330
0.970061 -0.075126 0.972966 -0.077291
0.970033 -0.075085 0.972934 -0.077251
0.970005 -0.075045 0.972903 -0.077211
0.969976 -0.075004 0.972872 -0.077172
0.969948 -0.074963 0.972841 -0.077132
0.969920 -0.074922 0.972810 -0.077092
0.969892 -0.074881 0.972779 -0.077053
0.969864 -0.074840 0.972747 -0.077013
0.969836 -0.074799 0.972716 -0.076973
0.969808 -0.074758 0.972685 -0.076933
0.969780 -0.074717 0.972654 -0.076893
0.969752 -0.074675 0.972623 -0.076853
0.969724 -0.074634 0.972592 -0.076813
0.969696 -0.074593 0.972561 -0.076773
0.969668 -0.074551 0.972530 -0.076732
0.969640 -0.074510 0.972499 -0.076692
0.969612 -0.074469 0.972468 -0.076652
0.969585 -0.074427 0.972437 -0.076612
0.969557 -0.074386 0.972406 -0.076571
0.969529 -0.074344 0.972375 -0.076531
0.969501 -0.074302 0.972344 -0.076490
0.969473 -0.074261 0.972313 -0.076450
0.969445 -0.074219 0.972282 -0.076409
0.969418 -0.074177 0.972251 -0.076369
0.969390 -0.074136 0.972221 -0.076328
0.969362 -0.074094 0.972190 -0.076287
0.969334 -0.074052 0.972159 -0.076247
0.969307 -0.074010 0.972128 -0.076206
0.969279 -0.073968 0.972097 -0.076165
0.969251 -0.073926 0.972066 -0.076124
0.969224 -0.073884 0.972036 -0.076083
0.969196 -0.073842 0.972005 -0.076042
0.969168 -0.073800 0.971974 -0.076001
0.969141 -0.073758 0.971943 -0.075960
0.969113 -0.073716 0.971913 -0.075919
0.969085 -0.073673 0.971882 -0.075878
0.969058 -0.073631 0.971851 -0.075836
0.969030 -0.073589 0.971820 -0.075795
0.969003 -0.073546 0.971790 -0.075754
0.968975 -0.073504 0.971759 -0.075712
0.968948 -0.073461 0.971728 -0.075671
0.968920 -0.073419 0.971698 -0.075629
0.968893 -0.073376 0.971667 -0.075588
0.968865 -0.073334 0.971637 -0.075546
0.968838 -0.073291 0.971606 -0.075505
0.968810 -0.073248 0.971575 -0.075463
0.968783 -0.073206 0.971545 -0.075421
0.968756 -0.073163 0.971514 -0.075379
0.968728 -0.073120 0.971484 -0.075338
0.968701 -0.073077 0.971453 -0.075296
0.968673 -0.073034 0.971423 -0.075254
0.968646 -0.072991 0.971392 -0.075212
0.968619 -0.072948 0.971362 -0.075170
0.968592 -0.072905 0.971331 -0.075128
0.968564 -0.072862 0.971301 -0.075086
0.968537 -0.072819 0.971271 -0.075044
0.968510 -0.072776 0.971240 -0.075001
0.968482 -0.072733 0.971210 -0.074959
0.968455 -0.072690 0.971179 -0.074917
0.968428 -0.072646 0.971149 -0.074875
0.968401 -0.072603 0.971119 -0.074832
0.968374 -0.072560 0.971088 -0.074790
